gamekey,record,adjoe,adjde,barthag,sos,ncsos,consos,elite SOS,elite noncon SOS,Opp OE,Opp DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,WAB,didwin
Gonzaga-Akron,0.19871794871794868,6.590190896697607,-19.04856442050857,0.3239684742172001,0.11637156245733526,0.1654503090321366,0.03487276573429221,-0.09614930683601697,-0.06149948472903877,2.4510912168154135,-2.8775927672428026,9.166823766411085,-18.29766412377613,24.875154419275063,-4.540426196986104,0.21441903714726562,8,-0.05134681120650819,160.0,-243.0,38.612499999999955,0.09187745824606419,-0.22398903842731788,0,9.608281656278155,True
Gonzaga-Bryant,0.5737179487179487,17.502985017193353,-25.467363541139733,0.7508757291950958,0.21744376595478881,0.03860270188003545,0.2526557577440216,-0.11784819980128647,0.013103281140334655,5.59458801228233,-3.9247698325717835,21.618734253858776,-21.494015687637756,25.330339627017636,-18.005786713720994,0.5688465602284423,8,0.08087878940037513,180.0,-276.0,-40.4375,0.17499675395135061,-0.18467796698426897,0,22.45879752728743,True
Gonzaga-BYU,0.3016591251885369,9.378171033883632,-13.158944467379598,0.24502531731075994,0.04766646510202133,0.05730162150904744,-0.027592541326706965,-0.046056733232215374,-0.0931770430084845,1.9972273837573056,-0.44879411315160667,12.18850627467566,-9.771625311491249,17.57140573131346,-14.650570467673631,0.2899643835737593,5,0.04998867839449961,126.0,-226.0,-50.05000000000018,0.1416456831469748,-0.13927385882270238,0,10.12896934234547,False
Gonzaga-Arizona,0.08385308385308377,0.11543435817792158,-9.17614002485169,0.056091417786714004,-0.0915603407299197,-0.039301204082516916,-0.17535715594467172,0.0316173076577303,-0.0015346439050774041,-2.2986313801804243,1.6207395711000316,4.937129303734608,-7.2206498002775845,6.490240996129572,-11.167299345252502,0.0787005060439323,0,-0.058284757332041304,167.0,-129.0,68.92499999999995,0.06932276740293686,-0.15599431016315368,0,-0.15509233343288642,True
Gonzaga-BYU,0.3016591251885369,9.378171033883632,-13.158944467379598,0.24502531731075994,0.04766646510202133,0.05730162150904744,-0.027592541326706965,-0.046056733232215374,-0.0931770430084845,1.9972273837573056,-0.44879411315160667,12.18850627467566,-9.771625311491249,17.57140573131346,-14.650570467673631,0.2899643835737593,5,0.04998867839449961,126.0,-226.0,-50.05000000000018,0.1416456831469748,-0.13927385882270238,0,10.12896934234547,True
Gonzaga-Florida,0.19871794871794868,1.0639375459731184,-2.6919874407704754,0.015231747963063258,-0.182707234943854,-0.11706486694687024,-0.2901425934574847,0.1250509701104684,0.08991549873677207,-3.6119856238752703,4.670622943137985,4.805371929484039,-0.11807765340735443,6.121997610615196,-4.450205569735843,0.02889894588921671,-7,0.083736006179713,133.0,-141.0,-19.662500000000136,0.12174943383275072,-0.09651989573402076,0,1.3619505466850201,True
Gonzaga-Loyola Marymount,0.4487179487179487,16.162882758572806,-15.813368912622067,0.48864654959015746,0.07204423850151875,0.14857272312365177,-0.05410255898738425,-0.043260012193619746,-0.10328191066456194,1.127137901897953,-1.5230347980404702,20.837088394566564,-12.616016005096256,23.13640774957686,-23.243808560135577,0.6396241501010183,6,0.039675047286398146,344.0,-206.0,32.524999999999864,0.24620858562287484,-0.18880669812906514,0,14.915480131835622,True
Gonzaga-North Carolina,0.12371794871794872,-3.2232655060321775,-5.082172154703997,0.010948376248096081,-0.16825163647815855,-0.023641636540725597,-0.33328741170414933,0.13505711317469027,0.01072082740534297,-5.92123084653808,3.496788506852994,-0.5777847370945466,-5.145754570233223,0.5228422485795079,-7.257513354065168,0.022240303604254663,-10,0.013806052615042419,72.0,-234.0,-3.925000000000182,0.060306830012925694,-0.18120977955920348,0,-0.6368924643912557,False
Gonzaga-Pacific,0.6153846153846154,18.825446258719907,-19.11221083327669,0.6485675771326752,0.056866791797588134,0.11525053228563042,-0.07147906070308285,-0.01879323182566317,-0.06740363018934104,1.1475924454074686,-0.5433458119978241,23.038990984943794,-18.504226400840437,10.926427443157422,-24.32044628509243,0.3686404506978981,4,0.08467770953416975,407.0,-224.0,73.96249999999964,0.26530399042186315,-0.2397009654862955,0,20.338674156242533,True
Gonzaga-Pepperdine,0.6583953680727874,16.181640036435198,-26.761944865267026,0.7477171923757755,0.062822918555139,0.1248706879578827,-0.08238626779753122,-0.04775352436047997,-0.10523389762602375,0.7317966308133208,-1.2341318247887898,18.75964795610686,-24.196292593372178,28.180584521811085,-26.313004609482306,0.8003858143005509,6,0.03694192309906774,353.0,-367.0,34.4375,0.2519960894088997,-0.3208076039183111,0,21.75300210078862,True
