gamekey,record,adjoe,adjde,barthag,sos,ncsos,consos,elite SOS,elite noncon SOS,Opp OE,Opp DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,WAB,didwin
Kentucky-Alabama,0.4289044289044289,10.07801128877152,-14.209639890755184,0.19321471223665765,0.030145811778022225,0.10825214670495154,-0.02503777695432363,-0.00204815891504162,-0.03491786350793691,0.6334568472877464,-0.3428523571532338,12.141777769858138,-10.376549038772737,15.406614734998186,-17.31393731665895,0.2503902875966433,7,0.058897248838870375,198.0,-103.0,50.899999999999864,0.12580830088595718,-0.13401043023186754,0,14.768651460322761,True
Kentucky-Arkansas,0.22435897435897434,6.918652513802442,-12.112975020383388,0.11384261996851563,0.05984296426090108,0.13066631298855358,0.023448338922114176,-0.03366629179344183,-0.07852079727017647,1.4573767262972694,-1.0091080330852265,7.391608844500453,-10.41159063417878,17.59413196166618,-6.198138371638279,0.10110611905617195,9,-0.014500541179558568,-17.0,-250.0,-101.59999999999968,0.07942145975836734,-0.1264333002460537,0,9.199733218261946,True
Kentucky-Arkansas,0.22435897435897434,6.918652513802442,-12.112975020383388,0.11384261996851563,0.05984296426090108,0.13066631298855358,0.023448338922114176,-0.03366629179344183,-0.07852079727017647,1.4573767262972694,-1.0091080330852265,7.391608844500453,-10.41159063417878,17.59413196166618,-6.198138371638279,0.10110611905617195,9,-0.014500541179558568,-17.0,-250.0,-101.59999999999968,0.07942145975836734,-0.1264333002460537,0,9.199733218261946,True
Kentucky-Auburn,0.5625942684766214,15.10521812473219,-17.540128499959607,0.38306738753985003,0.008272467421211571,0.03304023055475358,-0.01388947716539557,-0.01847692191460626,-0.0784892265903443,1.3561217301879083,0.8602237615222492,13.091476694583676,-19.55319330727201,22.80559525085566,-14.83981809236613,0.35155068436927517,8,0.026776700890051408,125.0,-341.0,-53.09999999999991,0.15367274738668468,-0.2423295426614801,0,19.959111721686753,True
Kentucky-Auburn,0.5625942684766214,15.10521812473219,-17.540128499959607,0.38306738753985003,0.008272467421211571,0.03304023055475358,-0.01388947716539557,-0.01847692191460626,-0.0784892265903443,1.3561217301879083,0.8602237615222492,13.091476694583676,-19.55319330727201,22.80559525085566,-14.83981809236613,0.35155068436927517,8,0.026776700890051408,125.0,-341.0,-53.09999999999991,0.15367274738668468,-0.2423295426614801,0,19.959111721686753,True
Kentucky-Boston University,0.5605658709106984,16.319030218632307,-25.532929438050573,0.6287768326241835,0.2960183652563328,0.09674260963755799,0.39338127674513296,-0.18470825526177148,-0.027091759879638744,6.3687132096237065,-6.583212369167313,17.72637054011392,-18.818136740331596,25.129714740087778,-13.321761394160376,0.36945278116564806,18,0.09908542391110281,84.0,-200.0,-14.200000000000045,0.08558318491472972,-0.1597390850450836,0,24.938641394414233,True
Kentucky-Buffalo,0.2773892773892773,11.259063622870045,-13.940308937651466,0.2088851924202264,0.1718950816338829,0.11160113097496394,0.2198650268883363,-0.12681799837628727,-0.02520767147147962,3.0023739311102986,-4.43931076813918,9.951238168035971,-14.20951904481231,30.929201235091796,2.256841154582986,0.14150537154810372,17,0.04516096092086275,-32.0,-227.0,-67.19999999999982,0.037071115660648246,-0.13626642103766107,0,14.341136765983647,True
Kentucky-Cincinnati,0.2978883861236802,13.734680043888957,-8.227124130557101,0.1431643643065822,0.11117172270297648,0.030326647335528478,0.17924194181661646,-0.09167736285673467,-0.0658309108183488,3.8860179354494733,-1.4772568791283902,13.80748530304389,-5.940766968901926,13.938149460440044,-9.552145958369167,0.10455614902239507,13,0.08233103431879796,206.0,41.0,86.0,0.0996715268618591,-0.033340677449438805,0,14.378142178545168,True
Kentucky-Columbia,0.5299145299145299,13.912036961764372,-21.851828220699602,0.4688580783651073,0.25364947742223865,0.16471183024089986,0.2835732664081452,-0.17215710741174817,-0.09392235900452672,6.95571338929409,-4.403171573657957,12.862202246447751,-22.0711005004309,16.111514939361484,4.206514731738679,0.01745245088562397,19,0.16846160560266177,431.0,129.0,313.30000000000007,0.08278284684019277,-0.1782190361943382,0,22.799486196158618,True
Kentucky-Eastern Kentucky,0.3614557485525227,16.99033375710924,-17.802599530082375,0.4411907430159592,0.30995135632010773,0.16210560593396245,0.385955095164175,-0.17323066877491156,-0.029390645014537697,6.637096785669726,-7.098387286885469,15.537319775748827,-16.48370361867687,24.10091546340125,-2.9508427669778996,0.1311274166439259,16,0.06611408720413703,200.0,-2.0,121.5,0.05784880442197182,-0.10650223142102166,0,18.55591761895213,True
Kentucky-Florida,0.4895104895104895,14.296390964601784,-5.407788310013103,0.1074145428740989,-0.014522074150541187,-0.013722439269056363,-0.029687879999333533,0.025290195026928752,-0.00632465368265589,-0.7969896266404675,0.4421592555082725,14.972516864393029,-3.8222917419168425,22.02422370471818,-5.958606336141685,0.14999607745902133,6,0.19590161677265183,222.0,-85.0,18.5,0.17603639006882754,-0.08904549894373404,0,15.948654843932164,True
Kentucky-Florida,0.4895104895104895,14.296390964601784,-5.407788310013103,0.1074145428740989,-0.014522074150541187,-0.013722439269056363,-0.029687879999333533,0.025290195026928752,-0.00632465368265589,-0.7969896266404675,0.4421592555082725,14.972516864393029,-3.8222917419168425,22.02422370471818,-5.958606336141685,0.14999607745902133,6,0.19590161677265183,222.0,-85.0,18.5,0.17603639006882754,-0.08904549894373404,0,15.948654843932164,True
Kentucky-Georgia,0.337995337995338,12.715151726753177,-8.574034602388409,0.13449906404703704,0.007274899116570976,0.05050355344873614,-0.020755549212311042,-0.0007208205065348805,-0.05704881733688805,0.1279297859089752,-0.01288839994182922,10.88279330354932,-6.855160584319492,17.605255625105272,-7.394132356879055,0.11603203130385586,7,0.029460354119494103,132.0,-141.0,-16.09999999999991,0.1281737358169881,-0.10780709303623592,0,11.480370025993738,True
Kentucky-Grand Canyon,0.47435897435897434,16.321318041998907,-28.8226012172576,0.7025101242678555,0.3679689544233731,0.2077204868194899,0.47536047081177885,-0.2022916820465951,-0.09626967211173387,9.650377990357057,-7.434604114757093,9.741219664003054,-32.77667432173233,41.06253762919401,-15.719659641157278,0.8187246833659196,18,0.06803389530343662,347.0,82.0,296.19999999999993,0.006579246688516838,-0.21149067311074143,0,22.71934861142083,True
Kentucky-Hampton,0.48864468864468863,25.358962485912514,-18.337406722740837,0.6868003666219802,0.3725029226818175,0.1508378974260413,0.5436423615922326,-0.191570506133112,-0.06401555576177709,9.698975335948433,-7.467174721641953,29.01011244376754,-14.34155266566735,44.790666634900475,-6.021747814426249,0.71271709406463,16,0.07605162252813896,258.0,-15.0,38.399999999999864,0.1908308868007924,-0.0439900762606088,0,25.616629003793204,True
Kentucky-Kansas,0.22435897435897434,6.86488794610726,-6.61768927376967,0.054201130677846265,-0.0844356645237948,-0.10915875975330802,-0.08416041342613134,0.08300655540570512,0.07581104185002063,-1.9338315439773908,2.4945256979418957,4.982726120659137,-3.9630493720802207,15.221149964439348,-6.094580243576175,0.07891732246180683,-2,-0.017730906272720448,32.0,-146.0,-59.90000000000032,0.0829168545260972,-0.07594980830545062,0,4.102626956345356,True
